ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
206564_at	0.2587	0.00294296	-3.100132	-1.6996	-1.0479327	OPRL1	opioid related nociceptin receptor 1
208615_s_at	0.2587	0.00295529	-3.098692	-1.7031	-0.9121117	PTP4A2	protein tyrosine phosphatase type IVA, member 2
217679_x_at	0.2587	0.00297347	-3.09658	-1.7081	-0.9117443		
206780_at	0.2587	0.00297534	-3.096363	-1.7086	-0.9456751	GAD2	glutamate decarboxylase 2
220085_at	0.2587	0.00298414	-3.095346	-1.711	-1.7887235	HELLS	helicase, lymphoid-specific
201728_s_at	0.2594	0.00300344	-3.093124	-1.7163	-0.7694359	KIAA0100	KIAA0100
219392_x_at	0.2594	0.00302228	-3.090968	-1.7214	-0.8287908	PRR11	proline rich 11
205103_at	0.2594	0.00303618	-3.089386	-1.7251	-0.9486543	C1orf61	chromosome 1 open reading frame 61
203488_at	0.2594	0.0030407	-3.088873	-1.7264	-0.8297443	ADGRL1	adhesion G protein-coupled receptor L1
210230_at	0.2594	0.00306047	-3.086637	-1.7317	-1.3313037		
213002_at	0.2594	0.00306839	-3.085745	-1.7338	-0.9133037	MARCKS	myristoylated alanine rich protein kinase C substrate
214591_at	0.2594	0.00308537	-3.083839	-1.7383	-1.2813968	KLHL4	kelch like family member 4
212620_at	0.2594	0.00309669	-3.082575	-1.7413	-1.0899552	ZNF609	zinc finger protein 609
217678_at	0.2594	0.00312177	-3.079788	-1.7479	-0.8266463	SLC7A11	solute carrier family 7 member 11
215208_x_at	0.2594	0.00313074	-3.078797	-1.7502	-1.1459562	RPL35A	ribosomal protein L35a
220224_at	0.2594	0.00313313	-3.078534	-1.7508	-0.951797	HAO1	hydroxyacid oxidase 1
217756_x_at	0.2594	0.00313847	-3.077944	-1.7522	-0.8684177	MIR1282///HYPK///SERF2	microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
213042_s_at	0.2594	0.00314295	-3.077451	-1.7534	-1.3979026	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
207460_at	0.2598	0.00316975	-3.074515	-1.7603	-1.3008896	GZMM	granzyme M
211649_x_at	0.2598	0.00317102	-3.074377	-1.7606	-1.1972223	IGHM///IGHG1///IGHA1	immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
216077_s_at	0.2599	0.00318399	-3.072965	-1.764	-0.8804608	L3MBTL1	l(3)mbt-like 1 (Drosophila)
217223_s_at	0.2606	0.00322135	-3.068926	-1.7735	-1.4135253	BCR	BCR, RhoGEF and GTPase activating protein
221507_at	0.2606	0.0032394	-3.066992	-1.7781	-0.9613583	TNPO2	transportin 2
215434_x_at	0.2606	0.00327414	-3.063295	-1.7868	-0.9544504	LOC102724250///NBPF26///NBPF19///NBPF10///NBPF15///NBPF11///NBPF1///NBPF14	neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
202938_x_at	0.2606	0.0032782	-3.062866	-1.7878	-0.8595679	RRP7BP///RRP7A	ribosomal RNA processing 7 homolog B, pseudogene///ribosomal RNA processing 7 homolog A
219109_at	0.2606	0.00328237	-3.062425	-1.7888	-1.3255526	SPAG16	sperm associated antigen 16
207362_at	0.2606	0.0032991	-3.060663	-1.793	-1.2329404	SLC30A4	solute carrier family 30 member 4
214474_at	0.2606	0.00330188	-3.06037	-1.7937	-0.7359292	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2
212081_x_at	0.2606	0.00330841	-3.059685	-1.7953	-1.1580654	PRRC2A	proline rich coiled-coil 2A
206265_s_at	0.2606	0.00331354	-3.059148	-1.7966	-1.1855027	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
210518_at	0.2606	0.00332322	-3.058135	-1.7989	-0.8975591	CDH8	cadherin 8
215785_s_at	0.2606	0.00332913	-3.057519	-1.8004	-1.0756009	CYFIP2	cytoplasmic FMR1 interacting protein 2
202161_at	0.2606	0.0033401	-3.056377	-1.8031	-1.052676	PKN1	protein kinase N1
220471_s_at	0.2606	0.00335414	-3.054921	-1.8065	-1.0339597	MYCT1	myc target 1
202328_s_at	0.2606	0.00335605	-3.054723	-1.807	-0.7556654	LOC101930075///PKD1	polycystin-1-like///polycystin 1, transient receptor potential channel interacting
AFFX-r2-Hs28SrRNA-3_at	0.2616	0.00338093	-3.052159	-1.813	-1.4898702		
206413_s_at	0.2631	0.00344797	-3.045333	-1.829	-1.7666708	TCL1B	T-cell leukemia/lymphoma 1B
216627_s_at	0.2631	0.00347209	-3.042907	-1.8347	-1.4427152	B4GALT1	beta-1,4-galactosyltransferase 1
204267_x_at	0.2631	0.00349575	-3.040545	-1.8402	-0.8887923	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
219903_s_at	0.2631	0.00351563	-3.038569	-1.8449	-1.0449787	CYP2C8	cytochrome P450 family 2 subfamily C member 8
219250_s_at	0.2631	0.00352133	-3.038005	-1.8462	-1.039078	FLRT3	fibronectin leucine rich transmembrane protein 3
218064_s_at	0.2631	0.00353925	-3.036236	-1.8503	-1.3976921	AKAP8L	A-kinase anchoring protein 8 like
202935_s_at	0.2631	0.00353964	-3.036199	-1.8504	-1.0920534	SOX9	SRY-box 9
221317_x_at	0.2631	0.0035404	-3.036124	-1.8506	-0.8452352	PCDHB6	protocadherin beta 6
209660_at	0.2631	0.00354565	-3.035607	-1.8518	-1.0774379	TTR	transthyretin
203324_s_at	0.2631	0.00355263	-3.034922	-1.8534	-1.4211871	CAV2	caveolin 2
216983_s_at	0.2631	0.00359108	-3.031168	-1.8622	-1.0001036	ZNF224	zinc finger protein 224
220223_at	0.2631	0.0035964	-3.030653	-1.8634	-0.6901381	ATAD5	ATPase family, AAA domain containing 5
216621_at	0.2631	0.00360115	-3.030192	-1.8645	-1.1540539		
216361_s_at	0.2631	0.00361452	-3.028899	-1.8675	-1.774551	KAT6A	lysine acetyltransferase 6A
210717_at	0.2631	0.00364308	-3.026152	-1.8739	-1.0014327		
208146_s_at	0.2631	0.0036446	3.026006	-1.8743	1.4507077	CPVL	carboxypeptidase, vitellogenic like
201888_s_at	0.2631	0.00364632	3.025842	-1.8746	1.3377077	IL13RA1	interleukin 13 receptor subunit alpha 1
202574_s_at	0.2631	0.00364773	-3.025707	-1.875	-1.4501415	CSNK1G2	casein kinase 1 gamma 2
216147_at	0.2631	0.00365782	-3.024742	-1.8772	-1.1189213		
215881_x_at	0.2631	0.00365961	-3.024571	-1.8776	-0.6657549	SSX2B///SSX3///SSX2	SSX family member 2B///SSX family member 3///SSX family member 2
211713_x_at	0.2631	0.00368413	-3.022238	-1.8831	-0.7024868	KIAA0101	KIAA0101
213121_at	0.2631	0.00369715	-3.021005	-1.8859	-1.1382446	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
222298_at	0.2631	0.00370184	-3.020563	-1.887	-1.136581		
221714_s_at	0.2631	0.00370715	-3.020062	-1.8881	-0.7536369	RRN3P1	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1
221940_at	0.2631	0.00370738	-3.02004	-1.8882	-1.0259736	RPUSD2	RNA pseudouridylate synthase domain containing 2
214715_x_at	0.2631	0.00370783	-3.019998	-1.8883	-0.8476802	ZNF160	zinc finger protein 160
221250_s_at	0.2649	0.00374652	-3.016367	-1.8968	-1.208519	MXD3	MAX dimerization protein 3
208534_s_at	0.2649	0.00376858	-3.014314	-1.9015	-1.4225021	RASA4B///RASA4CP///RASA4	RAS p21 protein activator 4B///RAS p21 protein activator 4C, pseudogene///RAS p21 protein activator 4
213533_at	0.2649	0.00376977	-3.014203	-1.9018	-0.9694256	NSG1	neuron specific gene family member 1
210599_at	0.2649	0.00378783	-3.01253	-1.9057	-0.9562216	ZNF614	zinc finger protein 614
200665_s_at	0.2649	0.00379835	3.011559	-1.908	1.4178738	SPARC	secreted protein acidic and cysteine rich
201055_s_at	0.2649	0.00381263	-3.010245	-1.911	-0.8732832	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
206169_x_at	0.2649	0.00381596	-3.00994	-1.9117	-0.894317	ZC3H7B	zinc finger CCCH-type containing 7B
221234_s_at	0.2655	0.00383607	-3.008098	-1.916	-1.1955827	BACH2	BTB domain and CNC homolog 2
211266_s_at	0.2662	0.00386508	-3.005458	-1.9221	-0.7414417	GPR4	G protein-coupled receptor 4
219737_s_at	0.2662	0.0038711	-3.004913	-1.9234	-2.0864498	PCDH9	protocadherin 9
219900_s_at	0.2666	0.00390106	-3.002209	-1.9297	-1.0475113	ZNF446	zinc finger protein 446
214881_s_at	0.2666	0.00390479	-3.001874	-1.9305	-1.1235827	UBTF	upstream binding transcription factor, RNA polymerase I
213658_at	0.2666	0.00391202	-3.001225	-1.932	-0.8777381		
208082_x_at	0.2672	0.00394165	-2.998577	-1.9381	-0.7297814		
215429_s_at	0.2672	0.00396788	-2.996248	-1.9435	-1.4989906	ZNF428	zinc finger protein 428
205744_at	0.2672	0.00398195	-2.995005	-1.9464	-0.929785	DOC2A	double C2 domain alpha
203609_s_at	0.2672	0.00398352	-2.994867	-1.9467	-1.1026329	ALDH5A1	aldehyde dehydrogenase 5 family member A1
201291_s_at	0.2672	0.00398631	-2.994621	-1.9473	-1.0996206	TOP2A	topoisomerase (DNA) II alpha
219978_s_at	0.2672	0.00400469	-2.993005	-1.9511	-0.9068355	NUSAP1	nucleolar and spindle associated protein 1
91952_at	0.2672	0.0040053	-2.992951	-1.9512	-1.0212007	DCAF15	DDB1 and CUL4 associated factor 15
201811_x_at	0.2695	0.00405646	2.988489	-1.9615	1.1966695	SH3BP5	SH3 domain binding protein 5
219567_s_at	0.2695	0.00406353	-2.987876	-1.9629	-0.9830889	EXO5	exonuclease 5
219876_s_at	0.2699	0.00408299	-2.986196	-1.9668	-1.1164064	GOLGA2P5	golgin A2 pseudogene 5
211634_x_at	0.2699	0.00410636	-2.984186	-1.9715	-1.2740386	IGHM	immunoglobulin heavy constant mu
213674_x_at	0.2699	0.00410675	-2.984153	-1.9715	-1.1768819	IGHD	immunoglobulin heavy constant delta
215600_x_at	0.2701	0.00413077	-2.9821	-1.9763	-0.8900009	FBXW12	F-box and WD repeat domain containing 12
207329_at	0.2701	0.00415744	-2.979833	-1.9815	-1.1002958	MMP8	matrix metallopeptidase 8
217937_s_at	0.2701	0.00416256	-2.979399	-1.9825	-1.044763	HDAC7	histone deacetylase 7
AFFX-r2-Hs18SrRNA-M_x_at	0.2701	0.0041821	-2.977749	-1.9863	-1.7716367		
216229_x_at	0.2701	0.00418996	-2.977087	-1.9879	-0.8882394	LOC105379655	uncharacterized LOC105379655
207643_s_at	0.2701	0.00419467	2.976691	-1.9888	0.9218048	TNFRSF1A	TNF receptor superfamily member 1A
214902_x_at	0.2701	0.00419708	-2.976489	-1.9893	-0.8218687	LPP	LIM domain containing preferred translocation partner in lipoma
210847_x_at	0.2701	0.00420777	-2.975592	-1.9913	-0.9962505	TNFRSF25	TNF receptor superfamily member 25
222017_x_at	0.2701	0.00423557	-2.973269	-1.9967	-1.1328941	LRCH4	leucine rich repeats and calponin homology domain containing 4
219368_at	0.2701	0.00425895	-2.971327	-2.0012	-1.0079794	NAP1L2	nucleosome assembly protein 1 like 2
222102_at	0.2701	0.00426646	-2.970705	-2.0026	-0.9734493	GSTA3	glutathione S-transferase alpha 3
207923_x_at	0.2701	0.00427174	-2.970268	-2.0036	-0.9844827	PAX8	paired box 8
213457_at	0.2701	0.00428504	-2.969171	-2.0061	-0.9842579	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
201418_s_at	0.2701	0.00428546	-2.969136	-2.0062	-1.1063637	SOX4	SRY-box 4
216384_x_at	0.2701	0.00429028	-2.968739	-2.0071	-0.8910061	LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA	prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha
215083_at	0.2701	0.00431834	-2.966437	-2.0124	-1.01198		
213298_at	0.2701	0.00432308	-2.96605	-2.0133	-0.9545576	NFIC	nuclear factor I C
202508_s_at	0.2701	0.00432718	-2.965715	-2.0141	-0.9682767	SNAP25	synaptosome associated protein 25
218922_s_at	0.2717	0.00438711	-2.960852	-2.0253	-1.2170574	CERS4	ceramide synthase 4
218206_x_at	0.2717	0.00439404	-2.960294	-2.0266	-0.9213346	SCAND1	SCAN domain containing 1
221755_at	0.2717	0.00439526	-2.960196	-2.0268	-1.7272466	EHBP1L1	EH domain binding protein 1 like 1
202253_s_at	0.2717	0.00440183	-2.959668	-2.028	-1.1417974	DNM2	dynamin 2
201072_s_at	0.2721	0.00442062	-2.95816	-2.0315	-0.6981799	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
206859_s_at	0.2754	0.00448604	-2.952959	-2.0434	-0.8280439	PAEP	progestagen associated endometrial protein
203329_at	0.2754	0.00449923	-2.95192	-2.0458	-1.3733474	PTPRM	protein tyrosine phosphatase, receptor type M
212259_s_at	0.2771	0.00456659	-2.946651	-2.0579	-1.6009331	PBXIP1	PBX homeobox interacting protein 1
202757_at	0.2771	0.00458575	-2.945166	-2.0613	-0.876167	NELFB	negative elongation factor complex member B
219507_at	0.2771	0.00458802	-2.944991	-2.0617	-0.778276	RSRC1	arginine and serine rich coiled-coil 1
212316_at	0.2771	0.00460609	-2.943596	-2.0649	-1.125525	NUP210	nucleoporin 210
207493_x_at	0.2771	0.00463636	-2.941271	-2.0702	-0.9201249	SSX2B///SSX2	SSX family member 2B///SSX family member 2
216453_at	0.2771	0.0046373	-2.941199	-2.0704	-0.9904504	ZNF287	zinc finger protein 287
220719_at	0.2771	0.00464297	-2.940765	-2.0714	-0.9541903		
222249_at	0.2771	0.00464799	-2.940381	-2.0723	-1.0458412		
207730_x_at	0.2771	0.00466965	-2.93873	-2.076	-0.8007602		
206255_at	0.2771	0.0046851	-2.937556	-2.0787	-1.2175211	BLK	BLK proto-oncogene, Src family tyrosine kinase
221810_at	0.2771	0.00468742	-2.93738	-2.0791	-0.8620939	RAB15	RAB15, member RAS oncogene family
215170_s_at	0.2771	0.00469528	-2.936785	-2.0805	-1.0032045	CEP152	centrosomal protein 152
219493_at	0.2771	0.00469908	-2.936498	-2.0811	-0.9535888	SHCBP1	SHC binding and spindle associated 1
203921_at	0.2771	0.00472126	-2.934824	-2.085	-1.1875345	CHST2	carbohydrate sulfotransferase 2
213197_at	0.2771	0.00472221	-2.934752	-2.0851	-1.1795683	ASTN1	astrotactin 1
39729_at	0.2771	0.00472559	-2.934498	-2.0857	-1.1298666	PRDX2	peroxiredoxin 2
201557_at	0.2771	0.00473793	-2.93357	-2.0878	-0.7393612	VAMP2	vesicle associated membrane protein 2
217549_at	0.2775	0.00476047	-2.931883	-2.0917	-0.8226193	NCKAP1L	NCK associated protein 1 like
201598_s_at	0.2775	0.00478243	-2.930245	-2.0954	-0.8570746	INPPL1	inositol polyphosphate phosphatase like 1
207556_s_at	0.2775	0.00478292	-2.930209	-2.0955	-1.0093935	DGKZ	diacylglycerol kinase zeta
213952_s_at	0.2776	0.00481883	-2.927546	-2.1016	-0.7003108	ALOX5	arachidonate 5-lipoxygenase
213502_x_at	0.2776	0.00483633	-2.926255	-2.1045	-0.9970273	GUSBP11	glucuronidase, beta pseudogene 11
215946_x_at	0.2776	0.00485586	-2.924819	-2.1078	-1.1326251	IGLL3P	immunoglobulin lambda like polypeptide 3, pseudogene
220113_x_at	0.2776	0.00486111	-2.924435	-2.1087	-0.7599588	POLR1B	RNA polymerase I subunit B
213096_at	0.2776	0.00486264	-2.924323	-2.1089	-0.896969	TMCC2	transmembrane and coiled-coil domain family 2
206089_at	0.2776	0.00487401	-2.92349	-2.1108	-0.8670949	NELL1	neural EGFL like 1
203680_at	0.2776	0.00489075	2.922269	-2.1136	1.1628934	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
216174_at	0.2776	0.00491159	-2.920752	-2.1171	-0.8164154	HCRP1	hepatocellular carcinoma-related HCRP1
221079_s_at	0.2776	0.00493433	-2.919105	-2.1208	-1.1783167	METTL2A///METTL2B	methyltransferase like 2A///methyltransferase like 2B
214982_at	0.2776	0.00493825	-2.918822	-2.1215	-0.8317772	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
215398_at	0.2776	0.00493884	-2.918779	-2.1216	-1.0484609		
221807_s_at	0.2776	0.00494641	-2.918233	-2.1228	-1.7126618	TRABD	TraB domain containing
221125_s_at	0.2776	0.00495585	-2.917553	-2.1244	-0.7636224	KCNMB3	potassium calcium-activated channel subfamily M regulatory beta subunit 3
220572_at	0.2776	0.00495845	-2.917366	-2.1248	-1.0086551	LOC100506282	uncharacterized LOC100506282
220692_at	0.2779	0.00498078	-2.915763	-2.1284	-1.0427707		
211691_x_at	0.2779	0.00498798	-2.915247	-2.1296	-0.7526156		
205220_at	0.2786	0.00501385	2.9134	-2.1338	1.3532301	HCAR3	hydroxycarboxylic acid receptor 3
204794_at	0.2789	0.00504808	2.91097	-2.1393	0.9211028	DUSP2	dual specificity phosphatase 2
209912_s_at	0.2789	0.00506822	-2.909547	-2.1426	-1.0089418	MIR4656///AP5Z1	microRNA 4656///adaptor related protein complex 5 zeta 1 subunit
35436_at	0.2789	0.00509917	-2.907371	-2.1475	-0.7891777	GOLGA2	golgin A2
AFFX-HUMRGE/M10098_3_at	0.2789	0.00510524	-2.906946	-2.1485	-1.7549196		
213668_s_at	0.2789	0.00510696	-2.906825	-2.1487	-1.1798241	SOX4	SRY-box 4
203044_at	0.2789	0.00511147	2.906509	-2.1495	0.8244258	CHSY1	chondroitin sulfate synthase 1
208565_at	0.2789	0.0051391	-2.904581	-2.1538	-1.0463561	MC5R	melanocortin 5 receptor
216310_at	0.2789	0.00514984	-2.903834	-2.1555	-0.7732914	TAOK1	TAO kinase 1
219213_at	0.2789	0.00515325	-2.903598	-2.1561	-1.0491569	JAM2	junctional adhesion molecule 2
202478_at	0.2789	0.00515383	-2.903557	-2.1562	-1.5126768	TRIB2	tribbles pseudokinase 2
209890_at	0.2789	0.00515743	-2.903308	-2.1567	-0.9306965	TSPAN5	tetraspanin 5
201695_s_at	0.2789	0.00517499	2.902091	-2.1595	0.9524774	PNP	purine nucleoside phosphorylase
212162_at	0.2789	0.00518214	-2.901597	-2.1606	-0.8507804	KIDINS220	kinase D-interacting substrate 220kDa
212840_at	0.28	0.00521416	-2.899392	-2.1656	-0.7847649	UBXN7	UBX domain protein 7
220937_s_at	0.2827	0.00528627	-2.89447	-2.1767	-1.1757927	ST6GALNAC4	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4
207365_x_at	0.2827	0.00529121	-2.894135	-2.1775	-0.8034947	USP34	ubiquitin specific peptidase 34
216155_at	0.2831	0.00531049	-2.892832	-2.1805	-1.2339609		
205114_s_at	0.2838	0.005347	2.890373	-2.186	1.0675106	CCL3L3///CCL3L1///CCL3	C-C motif chemokine ligand 3 like 3///C-C motif chemokine ligand 3 like 1///C-C motif chemokine ligand 3
203056_s_at	0.2838	0.00535691	-2.889709	-2.1875	-1.0167347	PRDM2	PR/SET domain 2
219491_at	0.2838	0.00538135	-2.888076	-2.1912	-1.1882525	LRFN4	leucine rich repeat and fibronectin type III domain containing 4
206697_s_at	0.2838	0.00538295	-2.887969	-2.1914	-1.0101768	HP	haptoglobin
214743_at	0.2838	0.00538785	-2.887642	-2.1922	-0.7971857	CUX1	cut like homeobox 1
221849_s_at	0.2857	0.00543635	-2.884424	-2.1995	-1.0840915	DCAF15	DDB1 and CUL4 associated factor 15
210268_at	0.2872	0.00550051	-2.880207	-2.209	-1.0733342	NFX1	nuclear transcription factor, X-box binding 1
215392_at	0.2872	0.00551418	-2.879315	-2.211	-0.9631143		
219414_at	0.2872	0.00551592	-2.879201	-2.2112	-1.0955162	CLSTN2	calsyntenin 2
211208_s_at	0.2872	0.00552706	-2.878476	-2.2129	-0.8388076	CASK	calcium/calmodulin dependent serine protein kinase
205266_at	0.2872	0.00554461	2.877335	-2.2154	1.2235943	LIF	leukemia inhibitory factor
38892_at	0.2872	0.00554468	-2.877331	-2.2154	-1.134069	GLTSCR1L	GLTSCR1 like
217529_at	0.2872	0.00555522	-2.876648	-2.217	-1.090211	ORAI2	ORAI calcium release-activated calcium modulator 2
218949_s_at	0.2884	0.00559179	-2.874286	-2.2223	-1.0030137	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
212047_s_at	0.2885	0.00560529	-2.873418	-2.2243	-0.8824877	RNF167	ring finger protein 167
212312_at	0.2886	0.0056339	-2.871585	-2.2284	-0.8042474	BCL2L1	BCL2 like 1
212897_at	0.2886	0.00564496	-2.870878	-2.23	-1.0108721	CDK19	cyclin dependent kinase 19
222341_x_at	0.2886	0.00564654	-2.870778	-2.2302	-0.9805383		
200607_s_at	0.2893	0.00568217	-2.868511	-2.2353	-0.7506632	RAD21	RAD21 cohesin complex component
202600_s_at	0.2893	0.00568596	-2.868271	-2.2358	-1.0084726	NRIP1	nuclear receptor interacting protein 1
206120_at	0.2904	0.0057312	2.865413	-2.2423	1.2137151	CD33	CD33 molecule
205547_s_at	0.2904	0.00573978	-2.864874	-2.2435	-0.8967248	TAGLN	transgelin
222366_at	0.2904	0.00574656	-2.864448	-2.2444	-0.8715844		
214052_x_at	0.2925	0.00580208	-2.860978	-2.2522	-0.6851121	PRRC2C	proline rich coiled-coil 2C
215628_x_at	0.2944	0.00585616	-2.857628	-2.2597	-0.7975309		
206373_at	0.2944	0.00586527	-2.857066	-2.261	-0.7337201	ZIC1	Zic family member 1
221640_s_at	0.2947	0.00588612	-2.855784	-2.2639	-1.1956594	PIDD1	p53-induced death domain protein 1
210450_at	0.2951	0.00591439	-2.854052	-2.2677	-1.5097719	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene)
200799_at	0.2951	0.00592886	2.853169	-2.2697	1.6828195	HSPA1B///HSPA1A	heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
205178_s_at	0.2951	0.00593278	-2.85293	-2.2703	-1.0353793	RBBP6	RB binding protein 6, ubiquitin ligase
201009_s_at	0.2954	0.00595305	-2.851696	-2.273	-1.0501793	TXNIP	thioredoxin interacting protein
205439_at	0.2965	0.00598806	-2.849575	-2.2778	-1.011877	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
205045_at	0.2968	0.00601253	-2.848099	-2.2811	-0.9698217	AKAP10	A-kinase anchoring protein 10
209258_s_at	0.2968	0.00602099	-2.84759	-2.2822	-0.8334949	SMC3	structural maintenance of chromosomes 3
213843_x_at	0.2972	0.0060418	-2.846341	-2.285	-0.7400016	SLC6A8	solute carrier family 6 member 8
213317_at	0.2976	0.0060635	-2.845042	-2.2879	-1.4114926	CLIC5	chloride intracellular channel 5
220404_at	0.2981	0.00608666	-2.843661	-2.291	-0.7855171	ADGRG3	adhesion G protein-coupled receptor G3
218786_at	0.2992	0.00613089	-2.841037	-2.2968	-0.8127183	NT5DC3	5'-nucleotidase domain containing 3
91703_at	0.2992	0.00613608	-2.84073	-2.2975	-1.204242	EHBP1L1	EH domain binding protein 1 like 1
208391_s_at	0.3005	0.00617548	-2.838409	-2.3027	-0.6493361	GLP1R	glucagon like peptide 1 receptor
211040_x_at	0.3013	0.00620599	-2.836622	-2.3067	-0.6487164	GTSE1	G2 and S-phase expressed 1
206551_x_at	0.3014	0.00622233	-2.835667	-2.3088	-0.7767824	KLHL24	kelch like family member 24
220213_at	0.3023	0.00629052	-2.83171	-2.3176	-1.0708362	TSHZ2	teashirt zinc finger homeobox 2
215123_at	0.3023	0.00630582	-2.830827	-2.3196	-1.0824477	NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3
